index,original_text,text,category,quarter,ground_truth
20428,The #overlords could give a crap about your loved ones as long as they can keep their #falsenarrative going.....for their own political purposes! #MasksOffAmerica #Masks Blamed For Illnesses and Hospital Visits For Children via @nationalfile,the overlords could give a crap about your loved ones as long as they can keep their falsenarrative goingfor their own political purposes blamed for illnesses and hospital visits for children via,mask,Q4_2020,0
20429,My prayers are for #RudyGiuliani s victims he arrogantly infected at his #MAGA #maskhole #SuperSpreaderEvents #GOPGenocide,my prayers are for rudygiuliani s victims he arrogantly infected at his,mask,Q4_2020,0
20454,Impossible to shame me. F*cking impossible. #TakeTheMaskOff #BeTheResistance,impossible to shame me fcking impossible,mask,Q4_2020,0
20483,Nick Saban is a #maskhole he's also an asshole.,nick saban is a maskhole hes also an asshole,mask,Q4_2020,1
20486,Good Lord some EXTREME #maskhole bedwetting on this thread. Also supermarkets = 'dangerous' LOL! #covidsnitch #maskgrass,good lord some extreme maskhole bedwetting on this thread also supermarkets  dangerous lol,mask,Q4_2020,1
20503,"This is what you support, when you support mask requirements. This is insanity, since when is medicine one size fit all? Smh #maskoff American Teen and Boyfriend Sentenced to 4 Months in Prison for Breaking Quarantine in Cayman Islands |",this is what you support when you support mask requirements this is insanity since when is medicine one size fit all smh maskoff american teen and boyfriend sentenced to 4 months in prison for breaking quarantine in cayman islands,mask,Q4_2020,0
20506,"It s Wednesday, October 7, 2020 and Texas still has masks mandates and businesses are closed! #opentexas #NoMoreMasks #Texas",it s wednesday october 7 2020 and texas still has masks mandates and businesses are closed,mask,Q4_2020,0
20508,Continuous loop for my #maskhole #covidiot neighbors! Sound #ON,continuous loop for my neighbors sound,mask,Q4_2020,0
20509,Old white bigot living in the 50 s. And a #maskhole!,old white bigot living in the 50 s and a maskhole,mask,Q4_2020,1
20522,#masksdontwork as a rule I don t like laboratory and modeling studies (RCTs also show they don t work) but so many of these pro-mask studies have been pushed out that any countering might be helpful for people who claim the science is settled and masks work,as a rule i don t like laboratory and modeling studies rcts also show they don t work but so many of these promask studies have been pushed out that any countering might be helpful for people who claim the science is settled and masks work,mask,Q4_2020,0
20533,#DitchAndyBiggs he is a bigot. He is a virus denier. He is a #maskhole. #covidiot #TrumpBootLicker vote for @joangreeneaz,he is a bigot he is a virus denier he is a maskhole vote for,mask,Q4_2020,1
20537,"Took my teen daughter to the nail salon. We were the only ones with no mask on... Busy for a Tuesday, everyone was wearing a mask. Manicures and eyebrow waxing is always the first thing you do during a pandemic, right?! #nomaskonme #NoMasks",took my teen daughter to the nail salon we were the only ones with no mask on busy for a tuesday everyone was wearing a mask manicures and eyebrow waxing is always the first thing you do during a pandemic right,mask,Q4_2020,0
20551,"The mask nonsense is downright psychotic. And you want to know why it's still a thing? Because we LET IT HAPPEN. Instead of listening the gut instinct, people just decided, ""Eh, it's alright, it's for our safety."" #MasksOff #MasksOffAmerica",the mask nonsense is downright psychotic and you want to know why its still a thing because we let it happen instead of listening the gut instinct people just decided eh its alright its for our safety,mask,Q4_2020,0
20552,"Oh, #StephenMiller, I did #Nazi see that coming. Wait - yes, yes I DID see that coming. Wear some fucking masks, distance yourselves &amp; wash your filthy hands, #COVIDIOTS. #maskhole #WhiteHouseVirus #WhiteHouseCovidParty #JoeWearsAMask #JoeHasAPlanToControlCOVID #BidenCares",oh stephenmiller i did nazi see that coming wait  yes yes i did see that coming wear some fucking masks distance yourselves  wash your filthy hands covidiots,mask,Q4_2020,1
20588,cc the entire fucking nation/all states w #maskmandate dont be a #maskhole #maskholes #maskup,cc the entire fucking nationall states w maskmandate dont be a,mask,Q4_2020,0
20596,Fines for not wearing a mask or having people at our homes... It's the government's only way of making back a fraction of the CERB cost for those that weren't entitled to it. It's a bullshit fine that Trudeau made up so he can lightly cover some of his tracks. He's a #maskhole,fines for not wearing a mask or having people at our homes its the governments only way of making back a fraction of the cerb cost for those that werent entitled to it its a bullshit fine that trudeau made up so he can lightly cover some of his tracks hes a,mask,Q4_2020,0
20604,Unbelievable! The #maskhole in charge blaming the contagion of the trump-virus on law enforcement and troops.,unbelievable the maskhole in charge blaming the contagion of the trumpvirus on law enforcement and troops,mask,Q4_2020,1
20607,"Day 229 of 15 days to flatten the curve. If #lockdowns and #MaskUp work, why the ""2nd Wave""? #OpenNJ #NJ #NewJersey #MasksOffAmerica #Murphy #scamdemic2020",day 229 of 15 days to flatten the curve if lockdowns and maskup work why the 2nd wave,mask,Q4_2020,0
20633,We can't breathe #MasksOffAmerica,we cant breathe masksoffamerica,mask,Q4_2020,0
20643,Fvck you Schumer! Thought you believed in the science? #SchumerResign #NoMoreMasks,fvck you schumer thought you believed in the science,mask,Q4_2020,1
20646,Dom July agrees with the idea that those who legitimately cannot wear a mask should not be allowed into certain promises. Ignorant scum. #maskhole #masktard,dom july agrees with the idea that those who legitimately cannot wear a mask should not be allowed into certain promises ignorant scum,mask,Q4_2020,1
20654,mr pedofraud calling the coronavirus by the name china virus puts the asian community at risk! countless people would suffer psychological abuse because of mr fraud's childish behavior! china should release trumps and his entire family's tax returns!,mr pedofraud calling the coronavirus by the name china virus puts the asian community at risk countless people would suffer psychological abuse because of mr frauds childish behavior china should release trumps and his entire familys tax returns,asian,Q4_2020,1
20655,people are asking about money raised by tiktok in india for chinesevirus as if that money was raised by chinese.,people are asking about money raised by tiktok in india for chinesevirus as if that money was raised by chinese,asian,Q4_2020,1
20663,@governortomwolf masks don't prevent anything. its just a false sense of security..nomasks,masks dont prevent anything its just a false sense of securitynomasks,mask,Q4_2020,0
20682,"if you’re wearing a mask and shake your head at me with that haircut, 100% i’m calling you karen. karenstrikesagain karen masksdontwork coronahoax",if youre wearing a mask and shake your head at me with that haircut 100% im calling you karen karenstrikesagain karen masksdontwork coronahoax,mask,Q4_2020,0
20692,"well, @nicolledwallace, now i'm sobbing. ""that's why you wear a mask, people."" maskup @deadlinewh",well  now im sobbing thats why you wear a mask people maskup,mask,Q4_2020,0
20695,"@joebiden the world needs a covidvaccine we’re horrible at distancing, masks &amp; all the cautionary steps necessary.",the world needs a covidvaccine were horrible at distancing masks  all the cautionary steps necessary,vaccine,Q4_2020,0
20724,"cruz doesn not wear a mask on a plane. check it out. to quote his idol trump ugly wife, father killed kennedy. asshole.",cruz doesn not wear a mask on a plane check it out to quote his idol trump ugly wife father killed kennedy asshole,mask,Q4_2020,1
20727,@music1997yu @yashcha44663544 @huxijin_gt chinese virus go to hell.,chinese virus go to hell,asian,Q4_2020,1
20730,never forget chinaregimelied killed. people died under chinese virus pandemic. watch out the traps of china wicked deceit,never forget chinaregimelied killed people died under chinese virus pandemic watch out the traps of china wicked deceit,asian,Q4_2020,1
20731,new goal. become the first person banned from pokemon unite fuckchina,new goal become the first person banned from pokemon unite fuckchina,asian,Q4_2020,1
20732,"@md_nalapat fuckchina no body should restrain from saying it , it should be national movement from now on.",fuckchina no body should restrain from saying it  it should be national movement from now on,asian,Q4_2020,1
20733,@guypbenson sneaky little wuhan cooties snuck up behind me when i was looking to the west! wuhanflu redwave2020,sneaky little wuhan cooties snuck up behind me when i was looking to the west wuhanflu redwave2020,asian,Q4_2020,1
20735,"@globaltimesnews you have 10 days, then we will tell you how it is. tell from your government. we are indians fuckchina",you have 10 days then we will tell you how it is tell from your government we are indians fuckchina,asian,Q4_2020,1
20736,@globaltimesnews why don’t you guys fuck your self china is liar country thy know stabb on the back...fuckchina,why dont you guys fuck your self china is liar country thy know stabb on the backfuckchina,asian,Q4_2020,1
20738,@bravoeveryone @francesho13 this is one of the reason why i hate chinese so much fuckchina,this is one of the reason why i hate chinese so much fuckchina,asian,Q4_2020,1
20739,"@madhavsheth1 as soon as the war with china begins, these all chinese shit will vanish like a missile. boycottmadeinchina realmex3 fuckchina fuckchinesedealears",as soon as the war with china begins these all chinese shit will vanish like a missile boycottmadeinchina realmex3 fuckchina fuckchinesedealears,asian,Q4_2020,1
20740,@zlj517 wassup @zlj517 even with the new dp you look like an absolute cunt. fucking ching chong bitch fuckchina,wassup even with the new dp you look like an absolute cunt fucking ching chong bitch fuckchina,asian,Q4_2020,1
20741,@ani china and pakistan are the countries who funds wrong things like detention camps and funds the terriost chinaliedpeopledied wuhanflu,china and pakistan are the countries who funds wrong things like detention cs and funds the terriost chinaliedpeopledied wuhanflu,asian,Q4_2020,1
20743,@globalnews canada cannot do this. they do it once and countries all over will kidnap canadians to use for ransom. fuckchina,canada cannot do this they do it once and countries all over will kidnap canadians to use for ransom fuckchina,asian,Q4_2020,1
